ID,Crop Name,N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Rain (mm),Hum (%),pH,Best Soil Types
345,Lentil,21.5,46.3,20.2,21.01,402.4,43.9,7.02,Loamy
346,Litchi,100.6,78.2,81.6,25.26,1639.9,82.7,6.94,Forest
347,Betel Vine,160.1,102.7,121,34.2,1740.6,84.6,7.24,Alluvial
348,Chickpea,28.1,55.3,27.5,18.53,466.1,34.8,7.94,Loamy
349,Cinnamon,94.7,45,87.9,23.4,3102.1,81.8,5.89,Laterite
350,Curry Leaves,74.3,49.7,69.1,23.32,1386.1,61.1,7.06,Loamy
351,Onion,143.9,79.5,90.3,21.71,798.1,59.5,6.31,Loamy
352,Cabbage,143.8,91.8,99.1,17.4,575.2,70.1,6.89,Peaty
353,Pomegranate,84.5,48.8,77.5,25.91,793.2,51.7,7.81,Loamy
354,Muskmelon,74.9,60.1,85.6,25.13,521.8,45.5,6.69,Alluvial
355,Moth Beans,23.6,31,23.9,35.68,374.3,43.7,8.48,Arid/Desert
356,Garlic,112.2,55.2,90.8,19.81,789.9,54.7,6.92,Black
357,Saffron,93.2,55.5,75.5,-13.99,496.7,56,6.79,Karewa Soil
358,Bamboo,164.1,59.2,115.9,34.01,1710.5,79,6.31,Laterite
359,Coriander,65.4,41.6,44.2,20.16,695.9,65.3,7.71,Alluvial
360,Rapeseed,84.3,44.8,31.8,13.6,598.4,53.9,6.06,Loamy
361,Bajra,69,35.9,36.1,34.31,568.4,38.4,7.85,Alluvial
362,Sugarcane,262.8,119.3,101.6,28.88,2066.5,78.6,6.65,Red
363,Tea,170.7,47.4,73.4,26.03,1758.7,93.7,5.2,Forest
364,Arecanut,146.8,45.6,143.1,28.3,3357.5,89,5.03,Laterite
365,Proso Millet,36.2,24.6,23.9,31.4,496.3,42.9,6.24,Loamy
366,Gokhru,25.7,27.1,38.4,27.9,301.5,52.9,7.94,Sandy
367,Broccoli,124.7,92.6,100,12.83,604.3,81.6,6.71,Alluvial
368,Mace,75.2,49.7,106.9,31.74,2123.3,78.1,5.63,Red
369,Tea (Clone),133.5,38.8,72.1,29.72,2226.2,82.1,4.78,Forest
370,Sweet Potato,68.2,52.6,100.9,20.81,927.6,69.4,6.65,Alluvial
371,Safflower,44.9,52.7,28.9,25.74,460.8,46.2,6.15,Saline
372,Jowar,95.2,49.2,48.5,31.54,707.9,40.6,6.99,Black
373,Jowar,82.7,45.7,40.1,26.37,547.6,53.3,7.02,Alluvial
374,Green Gram,30.4,40.5,24.2,33.81,610.9,69.7,7.13,Alluvial
375,Ber,45.6,42.4,41.2,41.13,494.9,35.5,8.7,Saline
376,Ridge Gourd,69.3,42,62.3,33.56,617.1,63.9,6.27,Alluvial
377,Bajra,72.8,32.6,35.1,35.92,385.7,31.5,8.35,Arid/Desert
378,Guava,85.6,58.6,66.1,20.84,1445.9,68.1,6.17,Loamy
379,Potato,161.3,100.3,159.3,19.25,794.3,65.2,5.28,Alluvial
380,Green Gram,20.4,40.6,34.9,29.79,657.7,48.3,6.68,Alluvial
381,Sesame,46.1,24.6,24.3,25.23,537,48.1,6.99,Alluvial
382,Buckwheat,43.8,20.6,38,18.85,680.7,66.2,5.06,Sub-Montane
383,Rubber,118.1,60.5,93.9,26.64,2420.5,75.2,4.88,Red
384,Aloe Vera,37,31.8,28.6,36.35,242.6,51,8.21,Arid
385,Lettuce,98.1,56.9,57.9,21.1,411.5,72.6,6.96,Loamy
386,Tamarind,45.9,46.2,66,29.11,1435.9,63.3,7.48,Gravelly
387,Date Palm,85.6,43.9,87.7,38.75,249.8,21.1,8.11,Arid/Desert
388,Sesame,53.1,27,23.7,26.06,586.4,52,5.89,Sandy
389,Fig,71.2,53.5,86.8,34.28,518.9,41.2,6.81,Saline
390,Mustard,86.7,58.3,27.3,21.16,628,50.3,7.4,Alluvial
391,Safflower,48.5,43.2,26.9,25.94,529.7,49.1,7.97,Black
392,Horse Gram,23.1,37.4,24,31.25,607.2,59.4,7.22,Sandy
393,Sugarcane,252.2,117,122.5,30.4,1742.7,83.7,7.03,Alluvial
394,Pear,119.3,78.3,119.9,5.3,953.7,61.9,6.77,Mountain
395,Ginger,124.9,72.3,116.4,20.31,2214.3,78,5.86,Alluvial
396,Ajwain,50.2,31.7,32.5,28.4,351.5,44.6,7.33,Alluvial
397,Horse Gram,24.9,33.9,23.1,25.46,757.3,57.9,7.46,Sandy
398,Almonds,144.7,93.6,121.9,2.21,582.6,64.9,7.85,Mountain
399,Custard Apple,51.2,40.1,40.6,32.98,826.3,73.1,7.59,Red
400,Aloe Vera,33.3,25.7,36.3,26.23,439.1,33.6,8.38,Saline
401,Karakunda,79,53.1,43.3,28.26,1520.4,77.9,6.52,Forest
402,Cocoa,143.9,73.1,114,20.4,1554.6,83.1,6.79,Alluvial
403,Bajra,64.2,36.5,38.8,33.39,431.1,40.4,7.97,Sandy
404,Green Gram,25,41.7,20.4,27.61,790.5,50.6,7.21,Red
405,Tea (Clone),165.4,35.5,82.9,17.27,2113.7,75,4.91,Laterite
406,Arecanut,147.2,52,174.5,31.77,2051.8,76.2,5.24,Red
407,Litchi,132.7,61,86.8,27.58,1694.2,76.5,6.35,Forest
408,Coffee,141.2,59.6,106.5,21.95,1984.6,74.8,6.07,Red
409,Chickpea,27.3,52.9,21,24.15,615.1,54.4,6.42,Black
410,Ginger,117.7,60.2,123,25.35,2747,75.7,5.93,Laterite
411,Sunflower,99.2,69.5,47.7,26.71,782.8,74.1,7.03,Black
412,Apple,161.5,109.7,196.7,-4.38,1205.6,63.1,5.56,Forest
413,Sunflower,80,76.2,57.5,23.04,687.5,57.2,6.74,Black
414,Taramira,54.7,36.4,23,24.16,336.4,36.7,7.41,Arid/Desert
415,Pomegranate,82.7,45,64.9,35.87,689.9,44.8,8.04,Saline
416,Ash Gourd,79.8,47.6,71.6,28.27,601.2,73.9,6.67,Red
417,Coffee,132.8,47.9,121.5,25.74,1738.4,75.5,5.67,Red
418,Makhana,79.3,50.5,45.1,23.49,2106.3,82.2,7.39,Peaty
419,Black Gram,23.8,55.2,23.5,31.31,663.4,63.5,7.58,Black
420,Onion,119.4,63.6,93.6,15.84,742.5,65,6.48,Black
421,Ginger,134.8,50.5,104.2,28.15,1897.1,85.6,6.24,Alluvial
422,Kinnow,126,66.8,91.8,30.42,1198.4,54.3,6.1,Alluvial
423,Rice (Paddy),104,58.7,58.8,26.72,1650.1,84.6,6.63,Peaty/Marshy
424,Jute,94.5,36.2,77.6,34.61,1890.3,76.7,7.4,Peaty/Marshy
425,Okra,101.4,50.1,54.7,30.79,643.1,60.4,6.17,Loamy
426,Cluster Bean,25.5,44.1,23.9,32.97,406.4,35.9,7.82,Alluvial
427,Sapota,101.4,78.6,100,29.89,1902.4,69.2,6.7,Red
428,Sugarcane,252.4,84.1,136.2,32.08,2232.3,73,7.28,Black
429,Ajwain,57.6,23.4,36.4,20.96,456,41.1,6.62,Alluvial
430,Peach,141,67.5,90.1,18.2,1070.1,60.3,5.93,Forest
431,Kinnow,124,69.1,116.3,26.37,715.1,50.5,6.88,Sandy Loam
432,Clove,92.8,40.8,80.3,27.63,3268.3,85.2,5.43,Red
433,Cardamom,86.1,83.6,163.2,24.04,3786,88.6,6.44,Forest
434,Taramira,49,36.9,24.8,26.05,307.5,34.8,8.29,Arid/Desert
435,Custard Apple,45.5,44.9,46.6,26.78,558.4,57.9,6.54,Red
436,Custard Apple,53.4,34.2,54.9,21.33,573,51.3,7.65,Sandy
437,Castor Seed,62.3,45.6,34.2,26.46,626.2,53.8,7.51,Sandy Loam
438,Saffron,81.4,56.5,60.9,14.12,407.3,48,7.38,Karewa Soil
439,Bamboo,134,63.8,104.7,30.7,1688.6,62.5,6.13,Laterite
440,Potato,167.1,131.8,175.4,22.96,835.5,63,5.53,Alluvial
441,Rose,133.5,149.4,128.5,23.62,1335.5,73.7,6.49,Alluvial
442,Dragon Fruit,64.4,41.8,96.3,22.57,1078.5,65.4,5.84,Loamy
443,Amla,70.7,47.1,46,29.96,555.3,57.3,8.61,Alluvial
444,Jackfruit,99.4,45.2,103,22.71,1523.5,74.8,5.22,Alluvial
445,Black Gram,32.3,49.6,37.9,32.58,862.5,68.2,7.5,Black
446,Tobacco,105.1,55.7,122.6,22.08,1179.9,60.6,6.39,Alluvial
447,Rapeseed,89.5,40.7,30.8,16.21,410.5,59.6,7.26,Loamy
448,Little Millet,37.2,20.2,23.4,31.36,619.5,51.7,6.52,Sandy
449,Chickpea,29,46.4,21.6,15.75,451.6,36.6,6.18,Loamy
450,Bottle Gourd,61,57.6,72.5,34.57,849.5,64.3,6.53,Alluvial
451,Fig,77.2,50.4,99.9,29.14,591.8,40.6,7.8,Sandy
452,Cabbage,138,83,81.9,24.43,825.8,75.4,6.77,Alluvial
453,Black Gram,37,48.1,23,33.15,857,53.4,7.65,Alluvial
454,Tulsi,67.1,43,43,28.25,923.3,68.3,7.39,Alluvial
455,Kodo Millet,35.8,21.6,22.3,24.57,488.1,38.9,7.24,Gravelly
456,Karakunda,75.2,51.7,58.4,31.31,1209.9,70.9,6.75,Mountain
457,Dragon Fruit,63.9,43.1,96.4,33,626.6,58.8,6.66,Sandy
458,Spinach,85,42.3,54.3,24.39,445,76.5,6.82,Alluvial
459,Litchi,110.8,64,108.7,22.74,1640.7,78.1,6.65,Loamy
460,Sapota,92.4,73.7,80.9,23.65,1507.7,78.2,7.99,Red
461,Banana,165,66.5,276.6,25.18,2758.8,89.5,7.11,Black
462,Kodo Millet,31.3,21,21.9,32.6,509,53.9,6.3,Gravelly
463,Black Gram,25.5,50.2,33.9,34.92,771.7,63,7.68,Black
464,Turmeric,108,60.3,127.6,20.58,1594.4,88.9,5.81,Laterite
465,Coffee,139.6,55.6,122.9,16.03,1655.2,85.1,5.06,Forest
466,Onion,137.7,67.2,102.7,18.55,761.8,62.1,6.82,Loamy
467,Safflower,55.3,40.7,23.7,24.92,567.4,53.4,7.23,Saline
468,Avocado,100.7,57.6,125.4,18.71,1308.9,68.3,6.65,Loamy
469,Marigold,86.9,75,62.3,22.16,730.9,66.8,6.61,Red
470,Watermelon,72.1,77.4,87.6,31.15,558.1,61.6,6.86,Alluvial
471,Cabbage,146.7,84.2,91.7,19.9,832.1,73.1,6.04,Alluvial
472,Little Millet,38.4,24.5,24.7,22.48,595.9,56.2,7.14,Red
473,Aloe Vera,38.4,27.3,38.1,26.92,447.9,34.5,7.11,Arid
474,Dragon Fruit,72.1,49.6,89.7,21.91,928.7,59,5.52,Laterite
475,Custard Apple,57.6,37.1,58.5,34.61,763.5,70.4,6.35,Red
476,Shatavari,55.3,50.4,52.7,33.59,635.9,64.3,7.73,Sandy
477,Coffee,143.4,57.9,129.7,18.48,1658.3,82.3,5.82,Forest
478,Marigold,82.2,72.8,76,22.27,635.7,79.5,6.3,Red
479,Amla,75.8,41.5,59.2,26.03,881.2,68.4,8.35,Saline
480,Wheat,114.9,50.5,41.5,14.61,850.3,46.8,7.49,Loamy
481,Fenugreek,43.3,57.9,34.9,18.07,602.8,68.2,7.88,Alluvial
482,Tea,166.2,36.2,81.3,20.58,2437.6,75.8,4.7,Laterite
483,Tobacco,108.8,51.9,136.2,23.08,1081,69.7,6.36,Sandy
484,Barnyard Millet,39.5,20.7,21.6,20.32,500.8,53.7,6.8,Forest
485,Rose,141.5,140.5,130.9,20.58,1002.2,60.9,6.77,Alluvial
486,Kodo Millet,33.2,24.9,22.3,32.77,484,39.3,7.46,Gravelly
487,Curry Leaves,70,54.1,73.8,22.26,956.4,63.1,6.67,Loamy
488,Clove,87.6,45.1,87.8,27.71,2303.1,94.9,5.8,Laterite
489,Bitter Gourd,62,56.7,76.8,30.63,600,71.6,7.44,Alluvial
490,Guar Seed,21.7,50.9,30,36.05,400.2,42.8,7.04,Sandy
491,Cherry,141.1,85.2,149.4,-0.62,1055,63.1,6.51,Forest
492,Sapota,116.1,65.3,91.1,30.04,1107.9,71.1,7.95,Alluvial
493,Safflower,57.2,55.1,27.4,26.34,547.3,45.6,6.72,Saline
494,Oats,89,41.2,46.1,16.93,611.2,63.9,7,Loamy
495,Lemongrass,76.7,41.6,42.6,26.67,1885.8,85.8,5.72,Laterite
496,Neem,42.7,37.3,52.9,32.81,636.5,55,8.18,Sandy
497,Mushrooms,17.2,7.9,7.5,20.51,0,88.3,6.85,Peaty/Organic Waste
498,Jowar,89.8,49.4,48.3,32.54,441.5,44.1,7.41,Alluvial
499,Gokhru,27.1,35.8,30.3,36.97,418.7,50.5,8.27,Sandy
500,Oil Palm,185,106.6,235.7,28.82,3284.6,83.7,5.13,Alluvial
501,Capsicum,113.7,84.1,117.4,18.18,750.6,61.3,6.84,Alluvial
502,Popcorn,120.7,78.9,41.1,20.26,837.7,57.7,6.65,Alluvial
503,Jasmine,105.8,100.4,110.5,29.75,1003.6,71.7,7.48,Alluvial
504,Coconut,368.8,300,1,26.87,2288.1,79,7.15,Coastal
505,Kiwi,131.3,74,109.8,8.27,1429.4,62.6,6.2,Forest
506,Pineapple,142.8,44.2,116.2,20.36,1706.2,75.2,4.91,Red
507,Muskmelon,72.9,63.8,96.5,33.97,505.7,59.8,6.82,Alluvial
508,Sunflower,87.1,77.2,42.9,20.18,523.8,69.7,7.17,Black
509,Guar Seed,25,46.8,23.4,30.96,449.2,45.5,7.42,Arid/Desert
510,Cotton,121.3,61.4,75,24.2,770.6,49.8,8.26,Laterite
511,Strawberry,102.2,109.9,122.8,20.61,905.7,74.3,5.97,Forest/Mountain
512,Bamboo,155.4,63.1,101.7,32.25,2245.8,82.9,6.11,Laterite
513,Litchi,120.4,74.5,95.2,21.16,1274.9,78.3,6.94,Alluvial
514,Cotton,149.1,51.1,50.2,33.43,1175.5,45.1,8.47,Laterite
515,Opium Poppy,83,67.5,64.1,5.88,620.1,58.7,6.63,Loamy
516,Tomato,135.6,82.4,144.1,22.61,694.4,63,6.95,Alluvial
517,Watermelon,65.7,77.8,90.9,32.61,588.3,58.8,6.86,Alluvial
518,Pineapple,124.3,49.6,109.4,21.09,1784.2,76.1,4.6,Forest
519,Oats,98.6,49.4,49.3,15.35,642.2,65.4,5.58,Alluvial
520,Bottle Gourd,72.9,51.4,69.1,27.22,693,57,6.64,Red
521,Amaranth,67.6,38.6,31.8,20.98,750.4,67,6.26,Red
522,Okra,105.1,53.1,57.6,25.14,840.2,60.4,6.44,Loamy
523,Broccoli,142.1,88.7,95.9,16.01,556.1,71.3,6.31,Loamy
524,Almonds,166,94.2,147.8,10.04,798.3,64.4,7.34,Karewa
525,Kalmegh,49.4,48.3,40.6,30.43,1461.1,70.9,6.18,Alluvial
526,Curry Leaves,65.8,47.7,63.4,20.01,1186.1,76.9,6.12,Alluvial
527,Chili,108.2,72.7,63.2,27.88,842,64.4,6.27,Alluvial
528,Litchi,110.4,76,87.2,20.93,1368.7,66.3,6.11,Forest
529,Arecanut,139.9,42.7,146.9,19.52,3187.3,85.1,6.21,Red
530,Walnuts,199.5,92.8,114.9,-0.8,980.7,68.4,6.77,Mountain
531,Lemongrass,76.1,55.7,46,22.65,2355.3,78.8,6.46,Red
532,Almonds,131.7,94.1,147.1,17.63,563.3,41,6.69,Arid
533,Tea (Clone),167.2,39.9,74.1,16.23,2310.7,79,4.61,Red
534,Ash Gourd,60.8,54,71.8,26.34,571.1,62.3,6.71,Alluvial
535,Khesari,16.9,49.4,24.7,18.16,353.1,53.7,7.24,Alluvial
536,Rose,148.3,140.1,128.9,18.76,997.9,72.7,6.94,Loamy
537,Shatavari,58.9,40.6,54.4,27.04,964.7,70.1,6.74,Red
538,Turmeric,142.6,67.8,110.7,26.39,2143.5,85.7,6.16,Red
539,Fenugreek,42.5,58.5,31,21.65,503.5,65.3,6.69,Alluvial
540,Rubber,109.7,61.9,95.2,27.59,3029.2,88.1,5.51,Laterite
541,Cluster Bean,29.1,40.8,27.4,31.11,447.3,48.4,7.09,Arid
542,Lentil,22,42.9,25.1,16.85,512.6,51.7,6.83,Alluvial
543,Shatavari,59.5,43,52.8,27.81,1089.2,62,6.22,Sandy
544,Pomegranate,80.4,58.9,67.2,25,821.6,60.5,8.49,Sandy
545,Rubber,112.5,66,90.6,27.32,2398.6,82,5.42,Forest
546,Bottle Gourd,68,59.2,60.9,29.98,692,72.3,6.22,Red
547,Vanilla,87.5,42.1,98.9,25.91,3079,77.8,5.34,Forest
548,Custard Apple,49,49.2,57.1,22.91,857.5,65.4,6.77,Red
549,Grapes,149.6,163.4,268.7,27.52,646.6,68,7.07,Alluvial
550,Walnuts,171.6,84.6,146.8,22.55,1030.3,64.3,6.43,Forest
551,Chili,117.6,60,72.2,21.61,1069.7,74.6,6.03,Loamy
552,Grapes,142.9,153.7,284.5,29.61,747.7,58.3,7.45,Sandy
553,Bitter Gourd,61.7,56.7,73.3,24,584,58.5,7.5,Alluvial
554,Kalmegh,57,33.9,37,23.64,1551.3,72,6.18,Red
555,Capsicum,109.3,91.1,114.3,20.85,704.4,76.6,6.21,Forest
556,Linseed,64.7,43.5,31.6,27.6,757,54.1,6.86,Alluvial
557,Foxtail Millet,59.9,23.5,27.2,21.47,501.5,48.3,6.89,Black
558,Tea,137.1,46.8,82.3,27.51,2299.4,87.5,4.88,Laterite
559,Date Palm,80.3,52.6,108.1,40.29,135.6,28.4,8,Sandy
560,Plum,143.3,69.5,106.3,19.84,1063.7,59.7,6.36,Mountain
561,Fenugreek,47.2,46.9,39.8,21.29,712.8,57.1,6.46,Alluvial
562,Mustard,85.8,47.3,25.9,13.05,714.3,50.1,7.05,Alluvial
563,Brinjal,127.4,58.7,74,25.44,788.1,72.3,6.05,Black
564,Pumpkin,75.8,43.8,67.6,30.28,885.8,71.4,7.14,Alluvial
565,Rajma,117.7,69.9,50.5,15.75,956.6,61.8,5.66,Alluvial
566,Apricot,144.9,64.1,91.6,2.02,874.3,63,6.94,Karewa
567,Sweet Corn,135.3,76.7,41,20.39,1098.5,68.4,7.12,Loamy
568,Linseed,70.4,46.7,23.6,16.28,610.3,49.9,7.19,Alluvial
569,Chili,100.8,73.3,66.1,29.88,732.7,72.4,6.01,Black
570,Strawberry,119.3,96.1,122.1,16.56,721.8,62.4,6.41,Alluvial
571,Sunn Hemp,26.7,41.2,39.3,28.85,637.8,69.6,7.41,Alluvial
572,Date Palm,113.8,42.7,82.6,39.91,102.4,26.9,8.44,Sandy
573,Custard Apple,50.3,47.1,44,25.06,601.3,56.4,6.5,Red
574,Kiwi,141,63.5,127.4,15.64,1446.7,69.7,6.24,Sub-Montane
575,Castor Seed,67.8,49.9,27.3,22.6,605.5,59.9,7.38,Sandy Loam
576,Groundnut,40.6,69.4,52.1,20.45,501.3,60.6,7.43,Alluvial
577,Barnyard Millet,35.2,20.3,22.3,24.92,650.1,56.9,7.18,Forest
578,Spinach,81.8,58.1,51.1,23.62,445,62.1,6.45,Peaty
579,Brinjal,142.7,57.8,68.4,20.39,993.2,64.6,6.63,Loamy
580,Garlic,111,50.1,90.2,14.13,697.8,56.2,6.4,Loamy
581,Mushrooms,15.8,9.9,6.7,26.75,0,92.7,6.84,Peaty/Organic Waste
582,Pigeon Pea,28.5,70,39,27.23,801.8,71.4,6.7,Black
583,Tobacco,109.6,69,107.9,20.5,1032.5,62.3,5.62,Alluvial
584,Vanilla,83.1,55.6,83.8,20.07,2872.8,90.3,6.36,Red
585,Amaranth,69.4,31.2,33,29.12,582.4,61.8,6.94,Alluvial
586,Toria,62.9,45.2,24.3,22.72,582.5,44.6,6.14,Alluvial
587,Lemongrass,66.9,49.9,46.3,28.23,2398.6,77.3,6.58,Laterite
588,Kiwi,132.8,64.6,131.4,17.51,1051.9,63.9,6.21,Mountain
589,Ginger,112.4,56,100.6,24.1,2010.9,75.6,5.92,Alluvial
590,Coconut,325.3,300,1,25.86,2379.9,87.6,7.06,Coastal
591,Amaranth,65.4,39.3,32.1,25.45,525,58.5,6.47,Red
592,Cherry,122,90.5,134.5,-3.46,993.8,65.3,6.72,Forest
593,Mace,76.1,49.3,116.9,23.47,3109.5,76.6,6.13,Coastal
594,Cocoa,148.3,76.8,109.7,20.18,1539.7,79.5,6.83,Red
595,Vanilla,93.1,57.5,91,25.76,3426.8,93.9,5.96,Red
596,Bajra,78.4,37.2,36.8,34.87,599.5,39.3,7.57,Arid/Desert
597,Chironji,43.1,37,45,29.94,465.5,41.9,7.02,Red
598,Coffee,117.5,54.8,145.1,24.77,1514.3,72,5.95,Laterite
599,Apricot,124.5,76.7,97.1,7.97,607.3,54.6,6.89,Mountain
600,Kalmegh,45.7,34.9,34.2,29.13,1110.8,66,6.73,Alluvial
601,Guar Seed,29.1,56.1,27.3,28.26,332.2,33,7.78,Sandy
602,Fennel,83,54,42.1,19.8,572.7,60.3,7.38,Loamy
603,Green Gram,27,45.5,34.4,31.18,602.3,55.6,7.5,Red
604,Proso Millet,36.1,23.2,21.5,21.27,554.7,37.9,6.5,Sandy
605,Watermelon,73.4,61.4,84.2,33.03,572,49.9,7.12,Arid/Desert
606,Cinnamon,97,48.9,85.6,29.77,2620.5,94.4,5.19,Red
607,Ashwagandha,30.5,56.3,22,37.6,613.7,49.3,7.52,Black
608,Ash Gourd,71.7,54.3,60.1,26.33,567.1,55.9,6.05,Sandy Loam
609,Star Anise,68.8,41.2,53.2,23.03,2351.8,88.5,5.62,Mountain
610,Proso Millet,37,20.4,22.3,25.05,572.8,41.6,6.98,Sandy
611,Stevia,99.1,78.6,63.7,23.02,1747.6,76.5,6.07,Loamy
612,Banana,171.7,62.5,293.8,26.27,1600.2,87.2,7.16,Alluvial
613,Brinjal,128.4,54.5,75.9,30.82,836.8,79,6.78,Alluvial
614,Bamboo,149.4,58.1,109.6,34.8,2135.3,68.8,6.42,Laterite
615,Cashew Nut,66.3,32.2,40.7,29.47,1146.4,83.7,6.24,Laterite
616,Avocado,104.8,73.7,141.8,19.58,1679.8,60.6,5.03,Laterite
617,Cocoa,146.8,67,135.4,22.37,2015.7,91.9,5.77,Forest
618,Barley,66,38.3,22.2,7.47,598.2,53.7,8.08,Alluvial
619,Dragon Fruit,68.2,50.6,87.2,25.66,930.9,53,6.86,Laterite
620,Garlic,107.5,58.4,80.1,23.76,624.9,52.8,6.58,Loamy
621,Bajra,61.5,38.4,34.7,28.3,597.4,30.3,7.52,Sandy
622,Cashew Nut,79.4,36,47.3,32.57,1872.8,62.9,6.94,Coastal
623,Fenugreek,45,46.7,22.1,26.74,462,64.7,6.87,Alluvial
624,Amla,66.8,57.8,44.4,32.66,815.7,66.3,8.98,Red
625,Coffee,140.8,53.6,128.5,20.57,1596,72.8,6.47,Laterite
626,Amla,84.1,55.9,41.5,25.85,579.7,51.2,7.49,Red
627,Guava,61.1,45.7,79.1,23.95,1440.1,66.3,6.81,Loamy
628,Cotton,138.7,67.1,52.1,31.75,1032.6,62.2,6.38,Black (Regur)
629,Tea (Clone),143.6,47.5,72.6,20.69,2661.2,78.6,4.85,Laterite
630,Rice (Paddy),85.1,59.4,52.6,32.35,1932.5,75.8,6.07,Peaty/Marshy
631,Curry Leaves,78.7,41.8,60.7,32.4,1011,76.3,6.98,Alluvial
632,Groundnut,31,64.9,69.3,28.96,704.6,73.3,7.39,Sandy
633,Tomato,149.3,91.3,119.8,21.81,740.7,65.8,6.42,Alluvial
634,Date Palm,91.4,49.7,91.8,38.36,164.8,29.1,8.74,Arid/Desert
635,Fig,79.2,43.5,81.2,24.99,400.4,46.9,7.74,Alluvial
636,Rice (Paddy),109.4,49.6,55.6,31.19,1135.1,74.7,6.68,Clayey
637,Cashew Nut,74.9,38,41.7,25.17,1616.2,60.7,6.57,Red
638,Coffee,123,54.3,135.1,18.32,1888.1,71,6.45,Laterite
639,Horse Gram,24.4,30.7,26.5,24.75,618.3,62.7,7.07,Sandy
640,Lettuce,80,50.9,45.2,19.43,693.8,76.5,6.83,Peaty
641,Custard Apple,55.7,35.4,56,32.02,860.3,51.8,6.75,Gravelly
642,Watermelon,69.4,61.7,99.7,26.98,487.4,51.4,7.19,Arid/Desert
643,Amaranth,62.8,36.7,37.1,23.61,792.8,53.4,6.09,Alluvial
644,Rubber,86.6,50.8,112.9,30.02,2520.7,75.7,5.75,Red
645,Rice (Paddy),138.1,53.6,57.6,29.81,1467.5,81.2,6.53,Clayey
646,Jowar,87.9,43.4,42.7,28.44,403.1,60,8.41,Loamy
647,Marigold,88.7,62.3,89.9,26.37,771.5,74,7.45,Red
648,Almonds,143.9,90.6,136.4,9.36,692.4,45.1,7.5,Karewa
649,Soybean,28.8,87.7,51.1,27.02,766.9,63,6.4,Loamy
650,Mushrooms,13.2,5.6,9.7,19.38,0,80.7,7.03,Peaty/Organic Waste
651,Sugarcane,290.1,111.3,110.5,26.2,1544.4,72,6.81,Black
652,Niger Seed,50.7,46.7,38.5,24.32,645.9,65.5,7,Red
653,Pigeon Pea,31.4,58.2,44.8,24.45,850.6,61.6,6.57,Alluvial
654,Ash Gourd,61.1,57.6,62.4,30.5,823.3,57.7,6.72,Red
655,Clove,89,57,84.3,22.87,3200.9,88.6,5.8,Coastal
656,Pigeon Pea,48.1,50.6,28.8,31.46,991.6,72.2,6.55,Loamy
657,Gokhru,37.9,24.1,28.2,35.68,423.7,48,7.1,Arid/Desert
658,Amaranth,63.7,38.5,37.4,25.71,797.7,51.3,6.24,Forest
659,Isabgol,58.8,36.4,37.3,21.63,270.9,43.5,7.9,Sandy Loam
660,Shatavari,40.9,41,57.7,20.21,670,66.5,6.5,Red
661,Black Pepper,132.2,48.3,144.2,22.32,2069.7,87,6.08,Red
662,Pomegranate,72.5,54.9,89,35.55,847.8,59.7,8.36,Sandy
663,Shatavari,44.4,40.3,57.1,33.67,752.9,62.6,7.42,Sandy
664,Brinjal,140,66.3,61.2,25.76,1076.7,75.3,6.56,Loamy
665,Jackfruit,80.5,55.5,109.2,30.88,2361.3,76.4,6.86,Red
666,Makhana,67,44.5,57.3,22.46,2738.9,91.5,6.91,Marshy (Stagnant Water)
667,Cinnamon,99.7,59.5,85.9,27.86,3382.2,81.2,5.03,Laterite
668,Bitter Gourd,73,45.4,72.6,27.17,741.3,63.9,6.35,Red
669,Rajma,116.1,66.8,50.9,22.62,742.2,61,5.54,Forest
670,Oats,93.3,40.7,47.7,14.02,542.3,62.8,6,Loamy
671,Little Millet,38.3,20.1,21.7,25.31,547,56,6.81,Gravelly
672,Grapes,149.1,158.7,245,32.1,735.8,68.6,7.52,Sandy
673,Barley,67.4,35.3,26,10.48,437.5,56.7,7.85,Alluvial
674,Stevia,80.7,65.6,76.3,15.44,1478.8,81.6,6.76,Loamy
675,Guar Seed,24.7,40.5,21.5,33.66,484.3,48.6,7.43,Arid/Desert
676,Lentil,21.7,47.9,23.7,23.36,600.5,43.3,7.3,Alluvial
677,Cabbage,123.2,90.6,86.4,22.9,675.3,69.1,6.34,Loamy
678,Kodo Millet,37.1,21.2,24.6,27.18,578.5,53.7,7.22,Gravelly
679,Bitter Gourd,77.1,49.9,65.4,27.15,797.5,55.7,6.61,Sandy Loam
680,Ash Gourd,78.8,40.3,73.2,28.69,533,69.5,6.3,Red
681,Niger Seed,55.3,56.7,38.5,22.73,735.2,61.6,5.6,Red
682,Turmeric,116.1,56.2,141.1,22.6,2660.5,77.1,6.76,Alluvial
683,Fenugreek,54.8,41.1,31.9,23.51,424.6,53.6,6.47,Alluvial
684,Cocoa,131.9,78.2,105,24.26,1503.2,83.4,5.6,Forest
685,Mace,65.6,57.7,89.1,29.57,2380.2,80.7,6.75,Red
686,Linseed,65,43.6,31.4,17.55,799.8,52.3,7.12,Black
687,Custard Apple,54.2,44.6,43.9,20.21,593,51.9,6.49,Red
688,Sugarcane,226.7,117.8,123,28.35,1855.6,78.5,6.82,Red
689,Star Anise,62.8,42.3,47,27.08,2070.5,80.1,5.91,Mountain
