N,P,K,temperature,humidity,ph,rainfall,label
22.1,46.2,26.5,20.2,54.4,7.42,341.9,Chickpea
119.5,48.7,54.8,17.5,75.3,6.57,647.6,Lettuce
103.2,46.4,86.9,17,70,6.27,830.9,Onion
49.7,30.5,34.3,12.6,31.7,7.2,324.1,Fennel
59.3,30.8,105.5,30.1,82.8,6.15,1730.1,Pineapple
84.9,54.6,68.4,32.2,57,7.43,1187.2,Mango
57.6,34.3,61.8,24.9,60.3,5.11,464.8,Pomegranate
46.9,34.2,32.3,23.6,44.2,6.95,531,Safflower
67.5,36.6,31.9,29.2,47.9,7.77,579.5,Castor
83.8,42.5,70.3,27.9,67.9,6.38,617.8,Brinjal
40,32.7,26.7,22.5,44.8,7.19,315.3,Fennel
26,46.6,29.1,33.4,69.3,6.14,673.3,Mung Bean
71,35.5,41.3,32.5,57.4,6.54,314,Jowar
65.4,36.4,54.1,20.5,62.1,7.09,537.3,Radish
15.3,51.3,55.8,12,61.4,6.31,417,Pea
39.7,30.8,59.5,41.2,37.8,8.89,228.9,Ber
116.5,75.4,90.9,24,62.9,6.57,907.5,Tomato
50.2,29.5,46.8,36.7,38.6,8.03,466.5,Ber
105,48.3,55.3,14.6,67.6,6.12,523.1,Lettuce
154.5,51.3,85,20.9,63.9,6.35,667.4,Broccoli
83,30.9,75,21.1,67.8,6.82,1237.1,Guava
32.1,52.7,28,34.2,59.3,7.05,565.9,Urad Dal
81.5,31.3,98.7,24.4,76.9,7.32,1727.5,Betel Nut
84.7,56.3,58.8,33.4,73.8,6.29,761.6,Cotton
92.9,37.1,69,22.8,57,7.57,483.8,Pomegranate
49.1,34,21.7,19,19.6,7.59,266.1,Cumin
39.8,30,38.2,39.7,51,5.8,604.7,Sesame
78.1,29.2,36.7,39.3,78.4,7.28,1487.4,Jute
109.4,47.9,35.7,28.6,57.2,7.39,547.3,Sorghum
77.1,43.7,46.2,30.7,72.7,7.18,802.5,Okra
83.5,66.7,104.6,28.2,82.9,5.12,3051.6,Rubber
33.2,51.4,82.2,23.3,62.1,6.49,743.5,Capsicum
29.8,53,32.2,34.1,60.7,6.94,548.3,Blackgram
30,48.9,23.8,28.8,69.5,7.75,530.8,Greengram
77.2,44.9,103.2,29.5,84,6.76,1595.7,Turmeric
31,46,42.2,29.3,57.8,6.64,576.5,Mung Bean
20.2,29.3,26.1,29.6,46.1,7.42,397.9,Guar
94.6,57.5,67.9,22.9,65,6.82,726.6,Chilli
76.6,72.2,108.7,18.6,80.3,6.73,1749.8,Taro
86.4,49.7,55.1,29.3,74.7,5.96,624.7,Chilli
94.7,62.1,91.7,13.4,46.6,5.86,609.1,Turnip
80.6,56.4,76.8,14,59.5,7.2,458.1,Carrot
110.4,67.2,58.4,21.5,67.3,6.14,1116.8,Orange
82.7,52.3,59,22.7,72.2,6.61,594.5,Cucumber
54.6,45.6,94.5,15.7,55.1,6.61,499.2,Carrot
126.2,81.4,125.2,18.2,71.3,5.83,580.7,Potato
123.4,76.1,49.3,26.2,75.5,6.2,626.7,Maize
38.2,27.7,29.9,9.9,32.1,7.28,316.5,Fennel
13.9,36.1,27.9,28.3,66.5,6.29,392.9,Horse Gram
50,28.8,51.4,34.3,53.9,7.07,980.8,Curry Leaf
47.5,32.5,28.4,20.6,36.7,7.75,341.1,Fennel
97.2,58.6,49.8,24,60.2,6.91,1143.1,Maize
64.2,49,78.5,9.9,62.2,7.1,436.6,Carrot
123.6,61.8,87.1,13.9,75.8,5.18,576.2,Potato
55.2,48.3,117.9,34.1,46.7,7.76,673,Grapes
149.5,41.1,52.1,33.7,72.5,7.05,1225.2,Mentha
52.6,25,28.7,23,55.4,7.02,837.1,Niger
98.6,67.1,89,31.3,78.5,6.27,1680.2,Taro
95,43.2,90.5,16.7,56.9,6.3,585.7,Cabbage
147.3,62.8,78.2,20.4,64.9,6.31,647.1,Broccoli
32.2,45.5,24.6,24,56.3,6.48,604.1,Pigeon Pea
75.3,25,96.5,32.5,82.4,6.25,1154.4,Pineapple
96.9,58,131.5,26.9,58.3,5.8,1081.2,Tobacco
137.7,51.3,154,13.9,78.3,5.34,1641.7,Coffee
41.6,40.4,37.1,31.3,52.2,6.82,647.9,Mung Bean
32.9,44.3,32.2,23.7,45.5,6.25,426.7,Lentil
54.2,23.5,27.2,19.2,45.1,6.62,290.2,Linseed
57.5,40.8,41.7,35,59.4,5.96,745.6,Cotton
41.8,35.3,10.4,40.4,52.8,6.47,445.4,Sesame
29.4,58.2,27.2,26.6,39.1,6.96,394.1,Chickpea
30.3,42.8,23.1,25,69,6.83,437.8,Mung Bean
65.9,48,63.6,24.6,76.9,5.95,1622.5,Cardamom
84.5,36.8,31.2,33.1,66.3,6.38,600.9,Jowar
76.4,54.3,51.6,30.1,68.5,6.67,769,Ridge Gourd
14.8,28.7,37.1,31.3,62.3,6.77,266.4,Horse Gram
105.1,52.8,68.7,29.3,70.8,5.75,864.6,Orange
130.4,42.2,53,31.4,70.7,7.51,1095.1,Mentha
87.7,38.1,47.1,26.6,67.6,6.73,520.1,Radish
48.2,37.5,29.9,12.7,50,6.5,383.2,Linseed
122.8,48.8,86,28.8,73.7,5.35,1898.4,Ginger
63.5,34.7,24.6,16.2,39.1,7.17,260.4,Cumin
114.2,50,36.7,29.4,73.8,7.04,492.7,Sorghum
104.2,39.5,80.7,25.5,59.2,7.67,708.3,Bottle Gourd
39.7,43.6,45.8,11.4,60.6,6.32,398.5,Field Pea
54.3,43.6,64,25.4,44.5,5.89,539.4,Pomegranate
103,59.9,142.9,27,70.7,5.72,725.6,Tobacco
97.1,50.2,82.2,21,73.2,6.49,592.4,Brinjal
25.5,56.9,26.8,30.2,59.4,6.52,762.4,Blackgram
104.7,33.5,75.6,27.7,66.5,6.57,655.6,Brinjal
29.7,46.9,37.1,32.8,55.3,6.48,682,Greengram
22.1,57.3,32.3,35.7,58.4,6.99,534.8,Cowpea
84.1,47.1,25.8,14.1,61.6,7.26,251,Mustard
49.9,32,29.7,22.8,33.3,6.35,478.1,Coriander
91.5,41,42.7,31.1,41.7,6.71,508.3,Bajra
54.9,23.7,27,21.5,45.4,6.54,463.9,Safflower
120.6,44,57.9,30.7,57.6,6.87,936.1,Cotton
135.7,41.6,106.1,21.4,86.6,5.07,1702.7,Tea
79.5,63.9,84.5,28.3,88.8,5.13,2709.2,Rubber
86.1,32.9,32.3,30.7,56.8,6.88,651.1,Jowar
67.6,39.4,120.7,21.3,55.9,7.29,692.8,Grapes
97.5,56,92.9,24.9,76.4,6.3,1772.8,Ginger
23,50.2,23.9,26.9,57.5,6.8,512.7,Blackgram
50.6,27.9,32.6,20.6,38.1,7.48,430.1,Safflower
62.8,44.5,48.3,29.4,47.2,6.96,547.4,Pomegranate
23.6,50.3,26.9,34.6,61.9,7.41,791.8,Greengram
82,38.5,47.7,13.3,64.3,6.92,494.6,Radish
44.8,37.1,40.5,32.8,59.5,6.08,754.3,Curry Leaf
45.4,25.5,35.1,14.9,43.6,6.65,346,Linseed
131.5,76.1,56.9,28.2,69.3,6.36,1013.4,Maize
28.3,37.8,38.2,16.2,59.7,6.04,438.2,Pea
97.9,49.6,66.1,32.9,59.6,7.11,842.6,Bottle Gourd
59.3,28.1,69.8,21.2,52.8,6.82,1058.9,Amla
89.2,50.7,84.9,11.2,51.1,6.86,380.9,Turnip
26.7,42.6,35,19.2,45.7,7.4,441.3,Gram
51.3,20.4,12.4,27.7,45.1,6.73,540.3,Sesame
75.9,52.4,112.7,26.9,79.8,5.18,2348.3,Black Pepper
104.3,51.9,51.3,20.8,68.9,7.53,536.5,Wheat
86.2,33.4,58.3,24.9,64.6,6.01,775.2,Lemon
31,80.6,51,24,63.2,6.76,909.7,Soybean
112.7,42.8,106.2,22.1,74,4.8,1817,Tea
88.3,37.7,57.4,38.4,59.6,6,655.8,Cotton
113.7,48.2,39.4,31.6,59.5,6.85,643.4,Sorghum
121.1,69.7,60.2,29.9,62.4,5.93,1069.7,Orange
92.9,68.6,103.3,28,79.3,5.88,1970.4,Taro
94,51.3,75.7,31.8,57.5,6.67,985.1,Bitter Gourd
66,39.8,92.1,29.5,53.4,7.71,845.9,Grapes
61.3,33.3,86.4,30,72.3,5.84,1623.9,Pineapple
102.6,47,49.6,25.6,88,5.66,1077.4,Paddy
61.6,39.9,59.5,27.7,75.5,6.67,1032.3,Snake Gourd
61.2,38.3,59.9,26.5,69.1,7.04,933.6,Snake Gourd
29.2,32.8,23.2,24.2,42,7.97,722.2,Ashwagandha
68.9,41.1,80.5,27.7,44,7.23,592.4,Muskmelon
99.3,35.3,114.5,26.7,81.4,5.16,1649.9,Black Pepper
47.3,23.9,25.1,26.6,44.3,4.59,415.5,Sesame
64.1,53.6,84.2,25,74.3,5.65,598.4,Cucumber
102,53,68.5,28.8,54.3,7.12,829.4,Bitter Gourd
70.5,43.9,80.9,27.1,66.6,6.81,749.3,Pumpkin
90.7,41.9,55.7,16,62,7.07,575.4,Radish
30.3,56.2,31.8,27,69.8,6.69,730.2,Blackgram
170.2,51.4,233.7,32.7,67.1,6.57,1391.9,Banana
131.8,64,69.9,20.8,72.5,6.31,711.3,Broccoli
25.7,30.8,49.4,15.3,58.7,7.03,461.6,Pea
19.6,55.6,31.6,20.3,46.5,7.09,478.3,Chickpea
43.3,23.7,56.5,29.1,55,7.42,623.4,Ber
97.5,51.8,71.7,16.1,60.9,6.57,409.2,Garlic
27.8,46.5,22.9,30.1,57.3,6.66,683.1,Urad Dal
27.5,44.2,27.3,29.1,72.2,7.23,658.7,Urad Dal
91,61.5,41.3,22.9,34.7,7.3,594.8,Sunflower
21.4,29.9,12.8,29.4,33.2,7.99,403.2,Moth Bean
127.1,44.7,54,26.7,70.5,7.29,1106.7,Mentha
62,16.6,80.2,24.5,80.3,6.48,2145.3,Clove
124.7,47.9,65.3,21,64.8,6.94,465.2,Cauliflower
139.2,68.1,104.7,16.9,66.8,5.72,606.8,Potato
80.1,25.7,94.7,34.2,77.6,5.1,1740.4,Pineapple
29.7,51.1,59.9,11.9,59.2,7.31,487.8,Pea
69.3,46.1,33.1,17.5,37.6,7.5,284.7,Barley
43.1,22.8,46,32,70.3,6.09,782,Curry Leaf
90,50.9,68.4,23.4,78.5,6.23,778.7,Capsicum
101.3,63.7,47,27.8,84.6,6.46,1045.6,Maize
39.5,68.4,54.9,26.3,50,5.96,739.2,Soybean
50.2,41.7,46.3,32.3,63.3,6.32,689.3,Ash Gourd
118.8,44.4,80.9,28.4,63.4,6.73,882.7,Mango
31.4,43.4,28.7,24.7,66.5,7.12,476.9,Mung Bean
57.7,50.8,111.1,29,84.8,6.45,1427.2,Turmeric
37.7,34.4,71.6,26.3,65.5,6.05,2173.4,Clove
76,32.7,25.2,11.6,19.9,7.24,599.7,Mustard
91.8,49.6,28.3,20.8,53.4,8.25,411.5,Mustard
69.2,28.6,66.5,22.1,72.3,5.41,1993,Clove
73.8,41.9,42.7,31.4,60.9,6.23,1046.4,Amaranthus
67.3,38.2,43.1,29.1,41.8,6.19,712.8,Jowar
110.4,45.7,86.1,20.7,65,6.09,695,Cauliflower
67.4,50.5,45.9,27.1,35.2,6.93,618.3,Sunflower
128.8,40.7,43.5,27.1,84.9,5.81,2084.3,Rice
51.6,30.3,19.3,27.6,46.1,6.57,525.7,Sesame
101.4,40.5,85.7,17,72.1,7.47,548.1,Cauliflower
37.3,27.1,30,14.3,22.5,7.43,248,Cumin
93.1,55,84.3,25.4,58.1,7.04,568.6,Garlic
76.4,66.5,99.1,22.4,59.3,5.95,682.8,Beetroot
72.9,47.2,86.9,17.9,50.7,6.72,462.8,Carrot
36.1,39.5,31.4,27.9,66.3,6.04,583.7,Niger
85,43.7,87.5,31.1,69.5,6.78,1539.1,Betel Nut
33.6,49,51.3,15.5,67,6.83,496.1,Field Pea
72.5,47.5,80.5,21.3,57.4,5.72,434.6,Turnip
26.1,40.7,72.6,37.9,61.2,6.33,877.7,Groundnut
105.5,29.1,51.7,15.6,64.9,6.19,502.3,Spinach
45.1,32,41.7,39.3,57.5,6.13,1004.9,Curry Leaf
114.8,53.3,64.9,23.7,74.2,6.75,642.8,Bottle Gourd
67.7,33.5,82.4,30,43.8,6.71,366.8,Muskmelon
119.5,40.1,100.6,27.6,69.8,5.7,2154.4,Tea
30.9,54.5,17,24.7,42.9,8.13,363.3,Chickpea
46.2,37,64.3,21.4,63.5,6.14,632.4,Cucumber
58.8,39.6,61.9,16.8,80.4,5.72,1680.6,Cardamom
78.8,54.7,44.8,24.1,57.3,6.32,691,Capsicum
60.1,55.9,76.3,25.3,73.3,6,534.9,Cucumber
69.4,41.2,42.7,29.4,91.2,6.21,2046.6,Jute
40.5,29,29.8,18.1,48.9,7.19,320.3,Linseed
115.8,63.5,61,29,63.7,6.14,662.5,Maize
128.8,50.4,58.9,30.6,97.1,5.96,730.3,Rice
44.9,46.5,22.7,20.9,23.7,7.51,350.9,Cumin
103,51.5,89,14.7,74.4,6.12,563.6,Cabbage
48.9,36.5,34.5,28,47.4,7.15,413.6,Safflower
46.9,41.8,27.9,16.5,19.4,7.64,220.6,Cumin
94.7,53.8,39.6,34,49.9,6.5,744.5,Sorghum
94.2,45.7,46.3,27,85,5.86,574.8,Rice
55.1,30.9,125.3,27,67.6,5.68,928.7,Sweet Potato
63.2,43.6,79.3,24.1,78.4,5.86,2150.6,Cardamom
43.5,31,126.1,31.3,78.8,6.54,1637.6,Pineapple
87.5,27.6,90.1,24.2,88.9,5.86,2288.2,Black Pepper
38.5,46.4,29.4,30.5,73.7,6.39,647.1,Greengram
16.8,25.8,18.6,39.4,34.4,8.49,360,Moth Bean
94.8,36.1,72.3,27.5,44.1,6.78,555.6,Pomegranate
45.9,24.5,31.5,29,53.6,6.81,671.7,Niger
111.3,49.7,53.4,33,70.5,6.12,1264.4,Paddy
95.1,34,59.5,22.3,59.5,5.99,925.8,Lemon
59.1,45.6,119.1,24.3,74.3,5.51,756,Sweet Potato
33.8,44.3,26.5,28.2,47.8,6.87,672.6,Greengram
110.1,43.5,94.5,28.8,68.3,7.27,1170.2,Turmeric
124.3,49,134,23,65.4,6.04,734.5,Tobacco
157.7,91.5,120.9,28.1,69.7,7.71,1243.5,Sugarcane
92.2,41.5,92,12.3,53.1,8.26,836.9,Grapes
64.7,20.4,77.3,37.6,71.1,7.79,1092,Tamarind
58,22.8,73.7,32.8,77.8,5.79,1752.3,Pineapple
78.3,30,98.6,31.6,78.6,5.67,1634,Pineapple
88.6,40.3,91.6,30.8,82.2,5.48,1934.6,Black Pepper
55.6,50.6,120.7,25.5,70.8,5.82,1136.5,Sweet Potato
27.5,45.4,23.7,28.9,61.8,6.79,569.3,Greengram
33.5,32.8,27.6,26.2,46.5,7.4,628.9,Ashwagandha
30.5,40.8,38.7,25.8,66.5,6.63,692.9,Urad Dal
29.3,33.2,36.1,15.2,46.7,6.62,296.9,Fenugreek
81.9,64.9,77.8,32.2,76.1,5.16,2941.4,Rubber
40.5,26.9,54.4,39,60.2,6.02,883,Curry Leaf
63.2,50.8,60.8,26.5,57.8,5.95,809.5,Capsicum
85.8,37.4,129.9,19.8,61.2,6.18,747.5,Tobacco
158.2,38,171.6,31.9,92.4,6.2,1548.4,Banana
26.8,52.3,86.3,31.7,57.5,6.24,847,Groundnut
124.4,37.3,90,28.7,76.2,4.55,2012.2,Tea
100.4,32.5,41.9,28.2,60.6,6.17,731,Sorghum
48.6,30.3,33,24.7,64.9,7.33,678.6,Niger
19.5,24.6,35.4,27.9,62.4,7.14,371.4,Horse Gram
101.2,54.6,104.9,28.4,79.7,6.66,2151,Jackfruit
84.1,51.4,79.3,37.1,55.9,5.87,742.6,Mango
77.4,51.8,45.8,23.8,58.7,5.37,1015.7,Amaranthus
138.1,83.2,103.7,13.6,65.9,5.38,485.5,Potato
94.4,60.1,81.1,33.2,66.2,6.02,755.4,Brinjal
60,25.7,30.4,15.7,33,7.12,207.8,Fennel
56.8,39.1,22.8,30.3,56.6,6.79,494.4,Niger
55.8,43.3,64.2,30.4,62.5,6.18,551.8,Cucumber
42.5,29,92,26.7,73.6,5.94,1946.3,Clove
139.2,53.9,193.9,19,73,5.32,1651.3,Coffee
65.4,40.5,35.9,30.9,73.6,6.35,981.5,Amaranthus
108.9,44.2,63.3,14.2,71.8,6.66,361.4,Lettuce
58.8,33.8,53.3,30.8,62.1,6.98,981.4,Drumstick
123.7,74.3,98.1,25,63,5.64,731.2,Tomato
102.6,29,112.5,31.1,75.7,6.82,1704.7,Ginger
80.8,40.6,103.8,23.3,58.1,7.59,762.6,Grapes
82.5,42.8,170.8,31.4,81.6,6.53,1785.8,Coconut
33.3,44.9,51,15.5,61.8,7.24,424.9,Pea
28.4,52.2,33.5,32,57.9,6.89,740.4,Urad Dal
42.5,48,55.4,33.4,61.1,6.31,776.4,Groundnut
61.3,51.2,102.2,37.5,91.3,6.55,1518.1,Turmeric
87.4,34.8,118.3,30.4,76.6,6.45,1954.8,Betel Nut
78.2,38.6,37.3,14.9,40.6,6.64,315.8,Barley
98.5,49.2,77.8,17.4,53.8,6.11,584,Cabbage
57,9.4,94.3,27.7,76.9,5.9,1420.4,Pineapple
58.7,24.8,71.3,26.2,85.3,6.41,2330.3,Clove
88.4,52.5,99.8,36.2,81.2,5.96,2366.6,Turmeric
26.5,45.7,72,33.1,58.4,6.68,722.1,Groundnut
133.6,39.8,150.4,22.6,76.7,5.51,2568.2,Coffee
103.2,51.2,69.8,34.9,58.4,6.19,903,Bitter Gourd
73.3,41.1,38.7,34.2,65.2,5.65,491.1,Jowar
71.6,51.1,66.5,25.4,71.7,6.21,518.2,Cucumber
34.8,35.9,27,32.3,43,6.85,737.2,Ashwagandha
51,37.3,60.2,26.7,52.1,5.82,380.8,Pomegranate
75.6,46.5,30.5,13.9,31.7,6.89,316.7,Barley
89.7,52.4,49.9,26.5,72.3,7.44,793,Cotton
35.7,31.3,39.4,24.5,41.7,7.14,311.3,Fenugreek
70.6,45.4,79.8,27.1,51.5,7.56,520.3,Muskmelon
54.7,34.8,97.2,27.2,84,5.82,1656.2,Pineapple
35.7,45.8,31,26,46.1,6.53,659.9,Pigeon Pea
65.3,24.7,88.9,33.8,58.1,6.87,686.6,Tamarind
62.3,33.9,59.6,27.8,72.3,6.85,726.3,Snake Gourd
49.5,30,30.7,24.5,40.1,7.34,344.2,Safflower
31.9,80.4,44.8,21.9,67.1,5.95,805,Soybean
129.3,54.7,56.2,24.5,77.6,6.14,1281.2,Paddy
83.3,45.9,110.9,28.2,73.2,7.04,1646,Turmeric
104.4,51.4,113.5,14.9,63.1,6.51,440.5,Cabbage
18.6,46.2,48.5,15.1,52.6,6.66,485.4,Field Pea
25.1,54.8,48.8,29.4,60.8,6.85,780.3,Groundnut
30.3,20.1,19,16.2,52.7,7.02,265.5,Fenugreek
67.7,21.4,61.4,33.4,44.1,7.03,890.6,Drumstick
93.2,57.8,87.1,24.3,64.3,6.95,537.5,Brinjal
94,44.9,72.9,29.6,73.1,6.31,923.3,Brinjal
83.1,53,82.1,18.4,55.1,7.43,559.6,Carrot
57.8,48.7,77.8,26.6,82.7,4.45,2005.9,Cardamom
44.2,44.2,155.8,23.4,70.5,5.47,873.4,Sweet Potato
17,30.8,29,28,52.5,6.53,324.9,Horse Gram
54.8,30.5,30.3,14.6,52.5,6.44,340.9,Linseed
170.1,58.4,199.9,27.4,79.6,7.97,1512.5,Banana
20.1,28.9,22.9,32,45,7.4,320.4,Guar
67.8,41.1,39.4,36.1,61,6.98,350.9,Jowar
53.9,31.2,33.6,30.2,43.1,7.67,453.4,Ber
62.1,35.4,60.2,23.5,63,6.87,978.9,Ash Gourd
44.1,42.1,95.5,17.7,72,6.04,512.5,Cucumber
46.8,41.1,48,26.8,72.1,6.3,544.2,Ash Gourd
14.8,29,26.3,33.5,26.1,8.44,329.7,Guar
62.2,16.2,26,21.2,39.2,8.19,466.8,Coriander
70.6,53.9,47.2,24,53.6,6.76,599.5,Sunflower
110.5,37.6,109.6,25.4,84.3,5.73,2010.7,Tea
80.7,46.9,54.1,15.1,70.9,7.24,548.6,Spinach
25.4,50,31.3,27,45.6,7.59,461.7,Cluster Bean
46.7,43.9,59.6,20.7,52.5,6.45,570.6,Pomegranate
52.2,41.7,52.8,11.9,61.7,6.82,469.7,Garlic
68.9,45.9,53.5,27.1,52.1,6.95,575.7,Sunflower
44.6,39.6,40.9,25.3,56.8,7.78,560.9,Castor
21,45.6,32,29.6,53.3,7.23,726.2,Arhar Dal
114.1,67.9,49.9,26.8,65.1,6.26,995.9,Maize
115.4,45.5,49.9,33.3,62.7,5.33,533.4,Rice
28.7,58.7,29.2,22.7,46.3,7.29,426.8,Lentil
84.8,43.6,48.1,20.6,62.7,6.17,1033,Lemon
45.1,25,33.5,19,36.4,6.47,530,Fennel
85.4,32.5,27.7,29.4,49.9,6.77,509.8,Bajra
54.5,36.6,113.7,28.3,79.4,4.58,2178.1,Black Pepper
48,40.6,44.7,27.9,50.9,5.73,625.3,Curry Leaf
115,49.2,82.7,32.6,61.3,6.54,1014.4,Bottle Gourd
71.2,36.6,108.8,33.6,83.3,6.16,1841.5,Betel Nut
27.8,29.2,17.1,30.3,37.4,7.62,275,Moth Bean
118.7,38.3,67.7,26.1,59.4,6.82,857.7,Orange
58.3,47,53.3,20.7,57.4,6.67,568.1,Garlic
57.6,27.1,42.9,24.9,44.7,5.85,247.3,Pearl Millet
121.3,47.2,75.2,8.3,70,6.7,565.3,Cauliflower
72.8,38,41.8,29.2,47.1,7.25,421.2,Bajra
118.6,80.6,52.6,25.9,56.6,6.79,1086,Maize
24.3,50.8,31.8,29.6,60.7,6.76,738.1,Blackgram
168.9,88.9,89.7,20.3,68.5,5.01,579.8,Potato
67.5,42.6,66.5,23.1,70.3,6.55,804.7,Ash Gourd
29.9,54,25.8,29.8,68,7.22,730.9,Urad Dal
67.9,21.6,19.7,27.5,51.8,6.4,583.6,Ragi
84.8,27.6,35.8,16.6,50.9,7.12,316.7,Barley
51.7,28.7,38,29,65.7,7.05,735.2,Ragi
208.3,75.2,130.8,25.5,71.6,6.55,1636.2,Sugarcane
60.1,34.7,82.1,29.8,64,6.97,1169.6,Guava
42.4,47.2,26,29,62.2,6.92,740.1,Cowpea
39.9,33.5,60.3,28.8,72.1,6.88,1057,Snake Gourd
86.4,39.4,73.5,6.6,62.2,7.14,550.2,Cabbage
15,38.4,29.2,26.6,33.9,7.44,552.4,Ashwagandha
84.3,49.6,49.3,19.4,72.2,6.23,477.5,Spinach
96.9,44.4,122.8,31.2,80.8,6.06,2563.8,Black Pepper
87,46.6,58.7,33.6,81.8,6.52,775.2,Okra
65,23,25.7,39.4,48.5,7.9,329.3,Pearl Millet
49.1,31,47,24.7,41.5,7.19,389.5,Safflower
26.9,44.2,35.1,28.7,55.2,6.38,485.8,Urad Dal
27.4,55.4,19.5,26.7,63.3,7.22,617.5,Greengram
174.3,52.6,246.3,29.8,85.4,6.75,2049.8,Banana
87.9,38.4,30.5,27.9,44.7,6.32,592,Sorghum
56.7,42.4,52.5,29.8,70.4,6.57,672.1,Ash Gourd
72.6,49,68,22.2,60.3,6.1,681.3,Capsicum
77.1,40.9,28.2,27.9,51,6.92,316.4,Jowar
125.5,66.8,128.8,27.4,78.2,6.25,1929.2,Taro
47.1,31,52.3,33.3,73.2,7.11,796.6,Tamarind
37.2,43.3,20.8,28.9,57.1,6.81,453.3,Urad Dal
80.9,42.9,54.5,31.5,69.9,6.46,803.8,Okra
12.9,28.7,29.5,33.7,24.4,8.27,410.2,Guar
20.1,49.5,24.8,32.5,62.1,6.89,1031,Arhar Dal
165.7,75.9,82.9,17.5,72.8,5.54,428.1,Potato
52.8,38.3,49.8,33.9,71.1,7.2,1117.1,Drumstick
87.8,50.8,106.5,32.1,62.9,6.11,1229.2,Orange
132.8,42.2,48,33.2,63.4,7.7,932.4,Mentha
28.5,52.5,26.8,24.9,60.8,7,612.6,Mung Bean
64.1,30.7,57.4,32.7,47.2,6.87,942,Drumstick
64.7,51.6,80.8,15.4,68.6,6.33,761.7,Turnip
39.3,73.4,51.2,25.3,56.5,7.03,859.3,Soybean
97,54.2,90,33.4,76.8,6.22,1091.1,Litchi
64.2,35,45.4,28.2,34.1,6.94,668.8,Castor
97.1,33.9,29.3,11.5,44.8,6.81,310.8,Barley
112.5,71.5,121.5,17.1,86.7,6.15,1912.6,Taro
80.2,47.4,67.8,28.7,38.7,6.44,381.3,Pomegranate
45.8,30.8,26,20.5,39.2,7.58,272.3,Fennel
127.5,48,52.6,30.2,74.5,5.97,1308.2,Paddy
77.9,37.2,116.6,26.3,74.5,6.38,2071,Black Pepper
16.7,39.6,21.2,17.9,42.2,6.18,254.1,Fenugreek
82.6,38.2,50.2,29.5,82.8,7.07,676.6,Okra
19.5,38.1,22.3,36.7,26.2,8.4,313.9,Moth Bean
87.8,47.1,51.1,12.5,44.3,6.71,502,Garlic
84.6,49.6,84.7,24.8,70.2,6.56,544,Cucumber
85.9,31.7,34.9,8.6,44.5,6.18,325.5,Barley
113.5,54.9,144.8,19.6,81.1,6.54,1766.5,Taro
34,56.6,27.9,32.5,52,7.29,395.8,Cluster Bean
60.1,34.3,30.5,22.7,32.2,7.36,224.3,Fennel
105.5,58.2,59.5,30.7,80.6,6.81,1437.8,Paddy
69.6,49.5,58.2,21.7,75.5,6.1,489.7,Cucumber
63.7,54.8,61.8,13.8,52.8,6.77,570.6,Garlic
126.2,80.7,47.9,30.4,77.9,5.96,1173.2,Maize
147.5,47.7,55.8,33.5,65.9,7.11,1073.4,Mentha
50.8,24.1,30.4,19.7,47.9,6.75,320.5,Linseed
42.1,34,24.9,17.9,42.4,7.04,314.2,Coriander
77,46.5,39.3,8.4,50.3,7.03,550.7,Wheat
94.4,61,60.8,19.2,65.8,6.38,1324.5,Orange
185,75.8,109.2,30.8,54.3,6.91,1251.9,Sugarcane
58.1,26.4,58.6,33.2,54.8,8.02,667.4,Tamarind
35.1,34.7,30.5,16.6,32.1,6,319.3,Fenugreek
78,35,79.4,36.9,59.1,6.99,545.4,Muskmelon
71.8,45.4,51.7,18.8,58,5.97,1039.8,Lemon
201.9,73.6,107.6,38.1,68.9,6.73,1071.2,Sugarcane
142.1,50.5,50.7,30,65,7.42,1151.1,Mentha
61.8,16.6,28.4,25.4,54.6,7.28,722.1,Ragi
25,48.3,34,32,52.5,7.52,769.8,Urad Dal
108.9,50.2,88.9,27.2,76.8,5.58,1418.6,Litchi
132.6,71.9,122.2,35.5,63.3,6.43,950.7,Papaya
94.2,57.7,175.6,28.2,83.1,5.4,1913.9,Coconut
13.9,32.8,37.8,40.1,40.3,8.28,398.1,Guar
64.5,37.1,45.4,30.7,45.6,6.64,584.1,Pomegranate
68.8,74.6,86.9,21.1,59.8,7,574.3,Beetroot
47.6,32.4,25.2,15.8,43.6,6.6,238,Linseed
89.8,43.9,77.4,30.8,58.7,6.62,553,Watermelon
137.5,76.9,122.9,36.5,66.7,6.09,1438.7,Papaya
31.9,52.1,34.5,34.1,57.6,7.04,878.7,Cowpea
63.8,44.9,84.7,31.1,48.3,5.91,648.5,Watermelon
106.6,48.7,45.3,16.1,64.9,6.42,528.1,Spinach
110.5,71.5,108.8,26.9,66.7,5.56,724.1,Tomato
102.5,52.2,77.2,31,66.6,6.19,1194.1,Litchi
164.1,72.6,71,19.1,72.3,6.27,666.9,Broccoli
51.8,32.5,34.1,19.4,40.6,7.11,344.3,Cumin
76.6,44.9,78.9,31.5,53,6.5,585.6,Muskmelon
35.8,67,53.7,26.7,52.5,6.27,557.2,Soybean
113.9,40.7,68.1,21.6,66.5,6.76,490.8,Cauliflower
62.9,48.9,58.3,25.4,72.7,5.98,867.8,Capsicum
134.7,44.4,101.6,26,87.1,5.24,1628.4,Tea
